FID,数量,X,Y
330,0,117.186847889999996,34.213557442999999
331,0,117.186798765000006,34.213209269099998
332,4,117.205573436999998,34.231186774900003
333,4,117.206077144999995,34.230717950699997
334,4,117.206560146000001,34.230239141799998
335,0,117.124288410999995,34.269760481900001
336,4,117.197261717999993,34.214071432499999
337,0,117.133393249999997,34.257593276100003
338,0,117.122469092000003,34.237992018699998
339,4,117.196794987000004,34.233796036800001
340,4,117.196553097999995,34.234502446699999
341,4,117.197782086000004,34.234984133399998
342,4,117.198819060999995,34.235694441500002
343,4,117.198252171999997,34.234478266700002
344,4,117.199285106000005,34.234888232000003
345,4,117.199745945999993,34.235274581299997
346,4,117.196731248000006,34.236584399199998
347,4,117.195582247999994,34.235985999599997
348,4,117.195944972000007,34.235041524899998
349,4,117.196499052999997,34.235769009899997
350,0,117.179252810999998,34.269214171800002
351,0,117.195349295000000,34.238783727100000
352,0,117.161099378000003,34.254793461200002
353,0,117.157303650000003,34.254345542000003
354,0,117.157066756000006,34.254096638900002
355,0,117.153385877000005,34.251691598400001
356,0,117.154628645000003,34.251670191700001
357,4,117.197517224999999,34.236227011899999
358,4,117.197287920999997,34.236917198400000
359,4,117.198346215000001,34.237169707100001
360,4,117.187085342000003,34.202978676900003
361,4,117.191025031999999,34.202593609600001
362,7,117.191495017999998,34.202168228100000
363,2,117.192091372999997,34.202741966600001
364,3,117.193015540999994,34.202646061400003
365,6,117.192651596999994,34.202193083700003
366,5,117.193490057999995,34.202030642600000
367,4,117.194027828000003,34.202441481999998
368,4,117.192015282000000,34.200931125200000
369,4,117.192768716000003,34.200482750100001
370,4,117.189811191000004,34.215029074299999
371,4,117.189235001000000,34.214428174200002
372,4,117.195934679999993,34.209306915699997
373,4,117.195025545999997,34.208792561300001
374,4,117.194177526000004,34.209885144499999
375,4,117.194857150000004,34.210471427300000
376,4,117.193738292999996,34.210839926399998
377,4,117.193752129999993,34.212181590900002
378,4,117.194763175999995,34.211741705599998
379,4,117.195412120000000,34.211466372799997
380,4,117.196147869000001,34.211483087799998
381,4,117.196077501000005,34.212091431200001
382,4,117.191547392000004,34.210523201900003
383,4,117.192516334000004,34.210509759099999
384,4,117.191545386000001,34.209953732899997
385,4,117.192754088000001,34.209326316700000
386,4,117.191581434000000,34.208755700300003
387,4,117.192757067000002,34.208743125300003
388,4,117.190037695000001,34.209557547999999
389,4,117.189506867999995,34.209053895099998
390,4,117.190652369000006,34.209044964800000
391,4,117.190650005999998,34.209907821700000
392,4,117.189789508999993,34.210266939199997
393,4,117.188918184000002,34.210602214700003
394,4,117.190666422000007,34.210823124599997
395,4,117.189142707000002,34.211505271100002
396,4,117.189797134000003,34.212067767900002
397,4,117.189151816000006,34.212369898500000
398,4,117.191081887999999,34.211725282700002
399,4,117.192881268999997,34.212643161099997
400,4,117.192856730000003,34.211953871799999
401,4,117.191743990000006,34.211232895000002
402,4,117.188728341000001,34.223486520599998
403,4,117.188671916999994,34.222649397399998
404,4,117.188610222999998,34.222024565700004
405,3,117.186715430999996,34.221241109099999
406,3,117.187093034000000,34.221637432999998
407,3,117.186888061000005,34.222958200299999
408,3,117.187292300999999,34.222930869599999
409,3,117.186951360999998,34.223536280499999
410,4,117.188819076000001,34.220420229799998
411,4,117.188294845000001,34.220068977700002
412,4,117.188868482999993,34.219785686300000
413,4,117.185782634999995,34.223435358099998
414,4,117.184442017999999,34.222891135899999
415,4,117.185020128999994,34.222158849099998
416,3,117.185758222000004,34.221567392700003
417,4,117.184924566999996,34.221133350300001
418,4,117.183342905000003,34.223008715500001
419,3,117.183462280000001,34.222443240799997
420,4,117.182503697000001,34.222664110600000
421,3,117.182025268000004,34.222642460899998
422,4,117.180211340000000,34.222880595399999
423,4,117.180213667999993,34.222625374600000
424,4,117.178205919000007,34.223007461800002
425,4,117.180599684000001,34.219655371800002
426,4,117.180515009000004,34.220342438300001
427,0,117.164576980999996,34.255530247999999
428,0,117.178819770999993,34.236512636900002
429,0,117.178163921000007,34.236406231600000
430,0,117.146049985000005,34.277396057399997
431,0,117.145978760999995,34.275163113799998
432,0,117.165149224999993,34.255521160400001
433,0,117.175583130999996,34.268052783300000
434,0,117.094942076999999,34.350306295499998
435,0,117.095174127000007,34.349519009399998
436,0,117.096564137000001,34.350405203800001
437,0,117.096692833000006,34.349782573100001
438,0,117.156585961000005,34.258672130999997
439,0,117.167266440999995,34.268977578099999
440,0,117.110268609000002,34.325604106599997
441,0,117.110514430999999,34.325041353400003
442,0,117.110751578999995,34.324580886200003
443,0,117.111129536000007,34.324061845899998
444,0,117.111966422999998,34.324331390600001
445,2,117.176342339000001,34.218198584299998
446,4,117.176051036000004,34.217571690200003
447,4,117.177255580999997,34.216909250299999
448,2,117.176473604999998,34.216430948800003
449,4,117.180286394000007,34.215894092399999
450,4,117.178459867000001,34.216027951299999
451,4,117.180363146999994,34.216543951299997
452,4,117.179089591999997,34.216901096000001
453,4,117.178659745999994,34.217299577299997
454,4,117.179286473000005,34.218418879900000
455,4,117.181020817000004,34.218304572800001
456,4,117.182005071999995,34.217670318099998
457,4,117.182004934000005,34.216938057100002
458,4,117.183205767000004,34.217239191399997
459,4,117.182805998000006,34.217928519399997
460,4,117.183579554000005,34.218473578599998
461,4,117.184380524000005,34.218417517399999
462,4,117.186214312000004,34.217975867299998
463,4,117.186243886000000,34.217062283600001
464,4,117.184992066999996,34.217083260099997
465,4,117.188778814000003,34.217156699299998
466,4,117.188790358000006,34.218985665600002
467,4,117.187761144999996,34.218925706699999
468,0,117.111641332000005,34.324872302199999
469,0,117.111430635000005,34.325354663799999
470,0,117.111809425000004,34.325463902899997
471,0,117.111607629000005,34.326019312800000
472,0,117.110929335999998,34.325829983100000
473,0,117.112566091000005,34.324995651199998
